[23мая2024 15:47:59.033] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--username, Aledrok, --version, 1.19.2, --gameDir, C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create, --assetsDir, C:\Users\diman\AppData\Roaming\com.modrinth.theseus\meta\assets, --assetIndex, 1.19, --uuid, 63dd8742fbc843fbbffbe46652077d2e, --accessToken, ????????, --clientId, c4502edb-87c6-40cb-b595-64a280cf8906, --xuid, 0, --userType, msa, --versionType, release, --width, 854, --height, 480, --launchTarget, forgeclient, --fml.forgeVersion, 43.3.5, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[23мая2024 15:47:59.041] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.11 by Azul Systems, Inc.; OS Windows 10 arch amd64 version 10.0
[23мая2024 15:48:01.176] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/diman/AppData/Roaming/com.modrinth.theseus/meta/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23135!/ Service=ModLauncher Env=CLIENT
[23мая2024 15:48:01.255] [main/INFO] [Mods Optimizer/]: [Mods Optimizer] ? Init ...
[23мая2024 15:48:01.256] [main/INFO] [Mods Optimizer/]: Game Directory: C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create
[23мая2024 15:48:01.256] [main/INFO] [Mods Optimizer/]: Mods Directory: C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\mods
[23мая2024 15:48:01.256] [main/INFO] [Mods Optimizer/]: Game Environment: CLIENT
[23мая2024 15:48:01.258] [main/INFO] [Mods Optimizer/]: Loading Mods Database Config File from C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\config\mods_optimizer\config.toml
[23мая2024 15:48:01.300] [main/INFO] [Mods Optimizer/]: ? init with game dir C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create and mods dir C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\mods for target CLIENT in 43 ms.
[23мая2024 15:48:01.301] [main/INFO] [Mods Optimizer/]: ? Re-Enable possible client side mods ...
[23мая2024 15:48:01.303] [main/INFO] [Mods Optimizer/]: ? Parsing Mods data ...
[23мая2024 15:48:01.305] [main/INFO] [Mods Optimizer/]: [Mod Data] parsing ~210 mods in C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\mods with file extension .jar ...
[23мая2024 15:48:01.321] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for adaptive_performance_tweaks from DEFAULT to SERVER
[23мая2024 15:48:01.328] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for adaptive_performance_tweaks_core from DEFAULT to SERVER
[23мая2024 15:48:01.330] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for adaptive_performance_tweaks_gamerules from DEFAULT to SERVER
[23мая2024 15:48:01.332] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for adaptive_performance_tweaks_items from DEFAULT to SERVER
[23мая2024 15:48:01.334] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for adaptive_performance_tweaks_player from DEFAULT to SERVER
[23мая2024 15:48:01.337] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for adaptive_performance_tweaks_spawn from DEFAULT to SERVER
[23мая2024 15:48:01.345] [main/WARN] [Mods Optimizer/]: ? Found no version tag inside the fabric.mod.json file C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\mods\AmbientSounds_FORGE_v5.2.13_mc1.19.2.jar!
[23мая2024 15:48:01.346] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for ambientsounds from UNKNOWN to CLIENT
[23мая2024 15:48:01.414] [main/WARN] [Mods Optimizer/]: [Mod Data] ? Unable to read manifest from mod file C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\mods\create-structures-0.1.0.jar, which is expected in some cases.
[23мая2024 15:48:01.468] [main/WARN] [Mods Optimizer/]: Was unable to parse timestamp 2024-02-27T15:58:44.977573566:
[23мая2024 15:48:01.483] [main/WARN] [Mods Optimizer/]: [Mod Data] ? Unable to read manifest from mod file C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\mods\dungeons-and-taverns-2.0.2.jar, which is expected in some cases.
[23мая2024 15:48:01.494] [main/WARN] [Mods Optimizer/]: [Mod Data] ? Unable to read manifest from mod file C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\mods\edf-remastered-4.3.jar, which is expected in some cases.
[23мая2024 15:48:01.512] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.friendsandfoes[0] section of the mods.toml file C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\mods\friendsandfoes-forge-mc1.19.2-2.0.10.jar!
[23мая2024 15:48:01.531] [main/ERROR] [Mods Optimizer/]: TOML file META-INF/mods.toml not found in java.util.jar.JarFile@4078695f
[23мая2024 15:48:01.531] [main/WARN] [Mods Optimizer/]: ? Found no META-INF/mods.toml file for C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\mods\kotlinforforge-3.12.0-all.jar!
[23мая2024 15:48:01.536] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for lootr from UNKNOWN to DEFAULT
[23мая2024 15:48:01.556] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for mousetweaks from UNKNOWN to CLIENT
[23мая2024 15:48:01.565] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.patchouli[0] section of the mods.toml file C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\mods\Patchouli-1.19.2-77.jar!
[23мая2024 15:48:01.570] [main/WARN] [Mods Optimizer/]: ? Found no name tag inside the fabric.mod.json file C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\mods\PrettyPipes-1.13.6.jar!
[23мая2024 15:48:01.573] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for publicguiannouncement from DEFAULT to SERVER
[23мая2024 15:48:01.579] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for reforgium from UNKNOWN to CLIENT
[23мая2024 15:48:01.583] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for rubidium from UNKNOWN to CLIENT
[23мая2024 15:48:01.586] [main/WARN] [Mods Optimizer/]: Was unable to parse timestamp 2023-09-06T14:16:00.575519029:
[23мая2024 15:48:01.588] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for smoothboot from DEFAULT to CLIENT
[23мая2024 15:48:01.588] [main/WARN] [Mods Optimizer/]: [Mod Data] ? Unable to read manifest from mod file C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\mods\spawnanimations-v1.9.4-mc1.17x-1.20x-mod.jar, which is expected in some cases.
[23мая2024 15:48:01.597] [main/WARN] [Mods Optimizer/]: Was unable to parse timestamp Sep 23, 2023:
[23мая2024 15:48:01.605] [main/WARN] [Mods Optimizer/]: [Mod Data] ? Unable to read manifest from mod file C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\mods\upgraded-mobs-1.3.3.jar, which is expected in some cases.
[23мая2024 15:48:01.608] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.villagesandpillages[1] section of the mods.toml file C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\mods\villagesandpillages-forge-mc1.19.2-1.0.0.jar!
[23мая2024 15:48:01.616] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.yungsapi[1] section of the mods.toml file C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\mods\YungsApi-1.19.2-Forge-3.8.10.jar!
[23мая2024 15:48:01.617] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.betterdeserttemples[1] section of the mods.toml file C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\mods\YungsBetterDesertTemples-1.19.2-Forge-2.2.2.jar!
[23мая2024 15:48:01.620] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.betterdungeons[1] section of the mods.toml file C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\mods\YungsBetterDungeons-1.19.2-Forge-3.2.2.jar!
[23мая2024 15:48:01.621] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.betterendisland[1] section of the mods.toml file C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\mods\YungsBetterEndIsland-1.19.2-Forge-1.0.jar!
[23мая2024 15:48:01.623] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.betterjungletemples[1] section of the mods.toml file C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\mods\YungsBetterJungleTemples-1.19.2-Forge-1.0.1.jar!
[23мая2024 15:48:01.624] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.bettermineshafts[1] section of the mods.toml file C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\mods\YungsBetterMineshafts-1.19.2-Forge-3.2.1.jar!
[23мая2024 15:48:01.625] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.betterfortresses[1] section of the mods.toml file C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\mods\YungsBetterNetherFortresses-1.19.2-Forge-1.0.6.jar!
[23мая2024 15:48:01.626] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.betteroceanmonuments[1] section of the mods.toml file C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\mods\YungsBetterOceanMonuments-1.19.2-Forge-2.1.1.jar!
[23мая2024 15:48:01.628] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.betterstrongholds[1] section of the mods.toml file C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\mods\YungsBetterStrongholds-1.19.2-Forge-3.2.0.jar!
[23мая2024 15:48:01.628] [main/INFO] [Mods Optimizer/]: [Mod Data] Overwrite mod environment for betterstrongholds from UNKNOWN to DEFAULT
[23мая2024 15:48:01.629] [main/WARN] [Mods Optimizer/]: ? Found no side tag inside the dependencies.betterwitchhuts[1] section of the mods.toml file C:\Users\diman\AppData\Roaming\com.modrinth.theseus\profiles\Create\mods\YungsBetterWitchHuts-1.19.2-Forge-2.1.0.jar!
[23мая2024 15:48:01.631] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 1 library mods in 209 mods.
[23мая2024 15:48:01.631] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 5 data pack mods in 209 mods.
[23мая2024 15:48:01.632] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 12 client mods in 209 mods.
[23мая2024 15:48:01.632] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 10 server mods in 209 mods.
[23мая2024 15:48:01.632] [main/INFO] [Mods Optimizer/]: [Mod Data] Found 181 default mods in 209 mods.
[23мая2024 15:48:01.632] [main/INFO] [Mods Optimizer/]: -------------------------------------------------------------------------------------------------------------------
[23мая2024 15:48:01.632] [main/INFO] [Mods Optimizer/]: | ID                                 | VERSION                | TYPE     | ENVIRONMENT       | TIMESTAMP           |
[23мая2024 15:48:01.633] [main/INFO] [Mods Optimizer/]: -------------------------------------------------------------------------------------------------------------------
[23мая2024 15:48:01.633] [main/INFO] [Mods Optimizer/]: | saturn                             | 0.1.4                  | FORGE    | DEFAULT           | 2024-03-06 12:06:34 |
[23мая2024 15:48:01.634] [main/INFO] [Mods Optimizer/]: | adaptive_performance_tweaks_core   | 11.0.0                 | FORGE    | SERVER            | 2023-12-16 21:55:51 |
[23мая2024 15:48:01.634] [main/INFO] [Mods Optimizer/]: | betterdungeons                     | 1.19.2-Forge-3.2.2     | FORGE    | UNKNOWN           | 2022-11-07 14:40:14 |
[23мая2024 15:48:01.634] [main/INFO] [Mods Optimizer/]: | paucal                             | 0.5.0                  | FORGE    | DEFAULT           | 2022-11-03 02:17:23 |
[23мая2024 15:48:01.635] [main/INFO] [Mods Optimizer/]: | supermartijn642configlib           | 1.1.8                  | FORGE    | DEFAULT           | 2024-05-22 07:21:50 |
[23мая2024 15:48:01.635] [main/INFO] [Mods Optimizer/]: | alexsmobs                          | 1.21.1                 | FORGE    | DEFAULT           | 2022-12-09 12:30:43 |
[23мая2024 15:48:01.635] [main/INFO] [Mods Optimizer/]: | botarium                           | 1.9.2                  | FORGE    | DEFAULT           | 2024-05-21 21:46:17 |
[23мая2024 15:48:01.636] [main/INFO] [Mods Optimizer/]: | playeranimator                     | 1.0.2                  | FORGE    | UNKNOWN           | 2024-05-21 21:52:47 |
[23мая2024 15:48:01.636] [main/INFO] [Mods Optimizer/]: | publicguiannouncement              | 4.3.3                  | FORGE    | SERVER            | 2022-10-08 11:15:38 |
[23мая2024 15:48:01.637] [main/INFO] [Mods Optimizer/]: | entitycollisionfpsfix              | 1.0.0                  | FORGE    | CLIENT            | 2022-05-27 16:26:40 |
[23мая2024 15:48:01.637] [main/INFO] [Mods Optimizer/]: | mcwwindows                         | 2.2.1                  | FORGE    | UNKNOWN           | 2023-12-16 17:37:22 |
[23мая2024 15:48:01.637] [main/INFO] [Mods Optimizer/]: | stalwart_dungeons                  | 1.2.8                  | FORGE    | UNKNOWN           | 2024-05-22 07:26:10 |
[23мая2024 15:48:01.638] [main/INFO] [Mods Optimizer/]: | rubidium                           | 0.0.0                  | FORGE    | CLIENT            | 2024-05-21 20:59:46 |
[23мая2024 15:48:01.638] [main/INFO] [Mods Optimizer/]: | create_jetpack                     | 3.3.1                  | FORGE    | DEFAULT           | 2024-05-21 21:45:38 |
[23мая2024 15:48:01.638] [main/INFO] [Mods Optimizer/]: | macawsroofsbyg                     | 1.19.2-1.3             | FORGE    | DEFAULT           | 2023-04-04 18:06:22 |
[23мая2024 15:48:01.639] [main/INFO] [Mods Optimizer/]: | create_more_automation             | 0.3.0                  | FORGE    | UNKNOWN           | 2024-05-21 21:51:07 |
[23мая2024 15:48:01.639] [main/INFO] [Mods Optimizer/]: | modernfix                          | 5.17.0+mc1.19.2        | FORGE    | DEFAULT           | 2024-05-22 06:41:32 |
[23мая2024 15:48:01.639] [main/INFO] [Mods Optimizer/]: | villagersplus                      | 1.2.0                  | FORGE    | DEFAULT           | 2023-01-29 10:06:55 |
[23мая2024 15:48:01.640] [main/INFO] [Mods Optimizer/]: | create_ruins                       | 1.0.0                  | FORGE    | UNKNOWN           | 2024-05-21 21:53:48 |
[23мая2024 15:48:01.640] [main/INFO] [Mods Optimizer/]: | yungsapi                           | 1.19.2-Forge-3.8.10    | FORGE    | UNKNOWN           | 2023-11-17 16:44:03 |
[23мая2024 15:48:01.640] [main/INFO] [Mods Optimizer/]: | createcasing                       | 1.19.2-1.6.0-ht1       | FORGE    | DEFAULT           | 2024-02-04 13:34:29 |
[23мая2024 15:48:01.641] [main/INFO] [Mods Optimizer/]: | adaptive_performance_tweaks_gamerules | 11.0.0                 | FORGE    | SERVER            | 2023-12-16 21:55:51 |
[23мая2024 15:48:01.641] [main/INFO] [Mods Optimizer/]: | apotheosis                         | 6.5.1                  | FORGE    | DEFAULT           | 2024-05-06 19:57:17 |
[23мая2024 15:48:01.642] [main/INFO] [Mods Optimizer/]: | createdieselgenerators             | 1.19.2-1.2h            | FORGE    | DEFAULT           | 2024-02-07 17:09:05 |
[23мая2024 15:48:01.642] [main/INFO] [Mods Optimizer/]: | balm                               | 4.6.0                  | FORGE    | DEFAULT           | 2023-09-14 12:22:00 |
[23мая2024 15:48:01.642] [main/INFO] [Mods Optimizer/]: | create_new_age                     | 1.1.2                  | FORGE    | DEFAULT           | 2024-02-04 08:55:37 |
[23мая2024 15:48:01.643] [main/INFO] [Mods Optimizer/]: | jeresources                        | 1.2.3-243              | FORGE    | UNKNOWN           | 2023-11-12 17:25:35 |
[23мая2024 15:48:01.643] [main/INFO] [Mods Optimizer/]: | cloth_config                       | 8.3.115                | FORGE    | DEFAULT           | 2024-05-21 20:58:29 |
[23мая2024 15:48:01.643] [main/INFO] [Mods Optimizer/]: | betterfortresses                   | 1.19.2-Forge-1.0.6     | FORGE    | UNKNOWN           | 2023-07-20 17:49:56 |
[23мая2024 15:48:01.643] [main/INFO] [Mods Optimizer/]: | supplementaries                    | 1.19.2-2.4.20          | FORGE    | DEFAULT           | 2024-05-22 07:14:13 |
[23мая2024 15:48:01.644] [main/INFO] [Mods Optimizer/]: | create_oxidized                    | 0.1.1                  | FORGE    | DEFAULT           | 2024-05-21 21:50:57 |
[23мая2024 15:48:01.644] [main/INFO] [Mods Optimizer/]: | structure_gel                      | 2.7.3                  | FORGE    | DEFAULT           | 2024-05-22 07:26:03 |
[23мая2024 15:48:01.644] [main/INFO] [Mods Optimizer/]: | creategoggles                      | 5.5.16                 | FORGE    | DEFAULT           | 2024-05-21 21:45:31 |
[23мая2024 15:48:01.645] [main/INFO] [Mods Optimizer/]: | dungeons_plus                      | 1.3.1                  | FORGE    | DEFAULT           | 2023-04-14 04:11:27 |
[23мая2024 15:48:01.645] [main/INFO] [Mods Optimizer/]: | mcwtrpdoors                        | 1.1.3                  | FORGE    | UNKNOWN           | 2024-05-15 01:04:22 |
[23мая2024 15:48:01.645] [main/INFO] [Mods Optimizer/]: | createmoredrillheads               | 2.0.3-1.19.2           | FORGE    | DEFAULT           | 2024-02-13 17:02:22 |
[23мая2024 15:48:01.646] [main/INFO] [Mods Optimizer/]: | supermartijn642corelib             | 1.1.17                 | FORGE    | DEFAULT           | 2024-05-22 07:21:51 |
[23мая2024 15:48:01.646] [main/INFO] [Mods Optimizer/]: | yungsbridges                       | 1.19.2-Forge-3.1.0     | FORGE    | SERVER            | 2022-10-15 23:35:51 |
[23мая2024 15:48:01.646] [main/INFO] [Mods Optimizer/]: | resourcefulconfig                  | 1.0.20                 | FORGE    | DEFAULT           | 2024-05-22 07:18:49 |
[23мая2024 15:48:01.647] [main/INFO] [Mods Optimizer/]: | curios                             | 1.19.2-5.1.6.2         | FORGE    | DEFAULT           | 2024-04-29 16:04:46 |
[23мая2024 15:48:01.647] [main/INFO] [Mods Optimizer/]: | createarmory                       | 5.0.0                  | FORGE    | UNKNOWN           | 2024-05-21 21:50:01 |
[23мая2024 15:48:01.647] [main/INFO] [Mods Optimizer/]: | create_factory                     | 0.0.2-1.19.2           | FORGE    | DEFAULT           | 2023-05-12 23:52:45 |
[23мая2024 15:48:01.648] [main/INFO] [Mods Optimizer/]: | scriptor                           | 0.4.5                  | FORGE    | UNKNOWN           | 2024-05-23 11:59:20 |
[23мая2024 15:48:01.648] [main/INFO] [Mods Optimizer/]: | reforgium                          | 0.0.0                  | FORGE    | CLIENT            | 2024-05-21 20:55:22 |
[23мая2024 15:48:01.648] [main/INFO] [Mods Optimizer/]: | yungsextras                        | 1.19.2-Forge-3.1.0     | FORGE    | SERVER            | 2022-10-15 23:34:06 |
[23мая2024 15:48:01.649] [main/INFO] [Mods Optimizer/]: | bettervillage                      | 3.1.0                  | FORGE    | DEFAULT           | 2023-08-14 01:20:03 |
[23мая2024 15:48:01.649] [main/INFO] [Mods Optimizer/]: | tombstone                          | 8.2.8                  | FORGE    | DEFAULT           | 2023-04-25 14:05:31 |
[23мая2024 15:48:01.649] [main/INFO] [Mods Optimizer/]: | mcwroofs                           | 2.3.0                  | FORGE    | UNKNOWN           | 2024-02-03 15:43:43 |
[23мая2024 15:48:01.650] [main/INFO] [Mods Optimizer/]: | createindustry                     | 0.8.0                  | FORGE    | DEFAULT           | 2024-01-30 15:02:12 |
[23мая2024 15:48:01.650] [main/INFO] [Mods Optimizer/]: | mcwfurnitures                      | 3.2.2                  | FORGE    | UNKNOWN           | 2024-01-18 16:19:48 |
[23мая2024 15:48:01.650] [main/INFO] [Mods Optimizer/]: | dynamic_fps                        | 3.4.3                  | FORGE    | CLIENT            | 2024-05-21 20:58:29 |
[23мая2024 15:48:01.650] [main/INFO] [Mods Optimizer/]: | betterendisland                    | 1.19.2-Forge-1.0       | FORGE    | UNKNOWN           | 2023-09-14 14:32:11 |
[23мая2024 15:48:01.651] [main/INFO] [Mods Optimizer/]: | missions                           | 0.3.1                  | FORGE    | DEFAULT           | 2024-05-21 21:52:00 |
[23мая2024 15:48:01.651] [main/INFO] [Mods Optimizer/]: | bettermineshafts                   | 1.19.2-Forge-3.2.1     | FORGE    | UNKNOWN           | 2023-11-17 17:25:53 |
[23мая2024 15:48:01.651] [main/INFO] [Mods Optimizer/]: | createteleporters                  | 0.6.1                  | FORGE    | UNKNOWN           | 2024-05-21 21:55:08 |
[23мая2024 15:48:01.652] [main/INFO] [Mods Optimizer/]: | geckolib3                          | 3.1.40                 | FORGE    | DEFAULT           | 2023-02-22 08:35:59 |
[23мая2024 15:48:01.652] [main/INFO] [Mods Optimizer/]: | playerrevive                       | 2.0.14                 | FORGE    | UNKNOWN           | 2022-11-18 17:28:43 |
[23мая2024 15:48:01.652] [main/INFO] [Mods Optimizer/]: | sliceanddice                       | 2.3.2                  | FORGE    | DEFAULT           | 2024-05-21 21:45:29 |
[23мая2024 15:48:01.652] [main/INFO] [Mods Optimizer/]: | recruits                           | 1.10.15                | FORGE    | UNKNOWN           | 2024-05-23 15:46:28 |
[23мая2024 15:48:01.653] [main/INFO] [Mods Optimizer/]: | betterjungletemples                | 1.19.2-Forge-1.0.1     | FORGE    | UNKNOWN           | 2023-09-07 14:21:54 |
[23мая2024 15:48:01.653] [main/INFO] [Mods Optimizer/]: | bellsandwhistles                   | 0.4.4                  | FORGE    | DEFAULT           | 2023-11-11 14:11:44 |
[23мая2024 15:48:01.654] [main/INFO] [Mods Optimizer/]: | create_tweaked_controllers         | 1.19.2-1.2.4           | FORGE    | DEFAULT           | 2024-03-23 17:53:38 |
[23мая2024 15:48:01.654] [main/INFO] [Mods Optimizer/]: | adaptive_performance_tweaks_spawn  | 11.0.0                 | FORGE    | SERVER            | 2023-12-16 21:55:52 |
[23мая2024 15:48:01.654] [main/INFO] [Mods Optimizer/]: | createbigcannons                   | 0.5.4-nightly-cddd0a2  | FORGE    | DEFAULT           | 2024-05-21 21:45:34 |
[23мая2024 15:48:01.655] [main/INFO] [Mods Optimizer/]: | ratatouille                        | 1.0.0                  | FORGE    | DEFAULT           | 2024-03-05 18:45:55 |
[23мая2024 15:48:01.655] [main/INFO] [Mods Optimizer/]: | rechiseled                         | 1.1.6                  | FORGE    | DEFAULT           | 2024-05-22 07:21:48 |
[23мая2024 15:48:01.655] [main/INFO] [Mods Optimizer/]: | mr_edf_remastered                  | 4.3.0                  | MIXED    | DATA_PACK         | 2024-05-22 07:21:43 |
